"","inspection_num","boro","grade","score","cuisine_description","violation_description","inspection_date"
"3450",88811,"Bronx","B",16,"Juice, Smoothies, Fruit Salads","Food Protection Certificate not held by supervisor of food operations.",2015-03-31
"3451",93269,"Bronx","B",24,"Pizza","Hot food item not held at or above 140º F.",2017-08-21
"3452",62767,"Manhattan","A",8,"Hamburgers","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-12-15
"3453",43729,"Manhattan","A",13,"Chinese","Single service item reused, improperly stored, dispensed; not used when required.",2017-04-21
"3454",117927,"Brooklyn","B",27,"Juice, Smoothies, Fruit Salads","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",2017-05-25
"3455",3863,"Manhattan","A",12,"American","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",2017-07-11
"3456",185738,"Queens","A",10,"Sandwiches/Salads/Mixed Buffet","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2016-08-30
"3457",113335,"Brooklyn","B",20,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2015-09-17
"3458",23606,"Manhattan","A",12,"American","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2015-11-09
"3459",114000,"Brooklyn","A",13,"American","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",2016-05-17
"3460",21251,"Manhattan","A",10,"Chinese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-05-18
"3461",116637,"Brooklyn","A",13,"Asian","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",2016-11-10
"3462",166259,"Queens","A",10,"Chinese","Hot food item not held at or above 140º F.",2015-05-19
"3463",26652,"Manhattan","A",12,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-01-20
"3464",140033,"Brooklyn","A",12,"Pizza","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2017-02-02
"3465",6547,"Manhattan","C",63,"Chinese","HACCP plan not approved or approved HACCP plan not maintained on premises.",2016-04-15
"3466",22125,"Manhattan","A",13,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-04-25
"3467",15302,"Manhattan","A",13,"Russian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-12-18
"3468",184821,"Queens","A",9,"American","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",2016-02-27
"3469",29126,"Manhattan","B",-1,"French","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-01-29
"3470",95091,"Bronx","B",24,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2014-10-01
"3471",111836,"Brooklyn","A",12,"American","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2014-10-16
"3472",114455,"Brooklyn","A",11,"Mexican","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-07-14
"3473",29178,"Manhattan","A",13,"American","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2017-03-01
"3474",17203,"Manhattan","A",10,"Mexican","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-12-30
"3475",83567,"Bronx","B",19,"Spanish","Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",2015-01-06
"3476",165798,"Queens","A",10,"Hamburgers","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-11-09
"3477",47920,"Manhattan","A",9,"Italian","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-08-18
"3478",132293,"Brooklyn","A",11,"Chinese","Live roaches present in facility's food and/or non-food areas.",2014-08-27
"3479",111403,"Brooklyn","A",13,"Irish","Hot food item not held at or above 140º F.",2016-08-05
"3480",169998,"Queens","A",7,"Hamburgers","Single service item reused, improperly stored, dispensed; not used when required.",2016-01-11
"3481",129083,"Brooklyn","A",12,"Bangladeshi","Live roaches present in facility's food and/or non-food areas.",2017-06-07
"3482",73668,"Manhattan","A",12,"Chinese","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",2015-06-08
"3483",178120,"Queens","A",9,"American","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",2014-06-12
"3484",35080,"Manhattan","A",3,"Donuts","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-05-19
"3485",120177,"Brooklyn","A",12,"Middle Eastern","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-05-26
"3486",6570,"Manhattan","A",12,"Steak","Proper sanitization not provided for utensil ware washing operation.",2014-11-12
"3487",161588,"Queens","B",17,"Chinese","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2014-07-10
"3488",32438,"Manhattan","A",12,"Sandwiches/Salads/Mixed Buffet","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2017-10-10
"3489",103009,"Queens","B",17,"American","Wiping cloths soiled or not stored in sanitizing solution.",2016-03-07
"3490",5361,"Manhattan","A",9,"American","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.",2014-10-24
"3491",89976,"Bronx","A",13,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-07-29
"3492",20374,"Manhattan","B",24,"American","Hot food item not held at or above 140º F.",2016-02-25
"3493",116911,"Brooklyn","A",12,"Tapas","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2017-04-04
"3494",71538,"Manhattan","B",14,"Delicatessen","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2014-05-01
"3495",35488,"Manhattan","B",19,"American","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",2017-04-14
"3496",125111,"Brooklyn","A",9,"American","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",2016-03-14
"3497",3050,"Manhattan","A",10,"Korean","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-04-15
"3498",5437,"Manhattan","B",23,"Japanese","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-09-13
"3499",131309,"Brooklyn","A",13,"Mediterranean","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-10-05
"3500",2306,"Manhattan","A",10,"Japanese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-10-13
"3501",151155,"Brooklyn","A",3,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-04-27
"3502",29288,"Manhattan","A",5,"American","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-10-25
"3503",67629,"Manhattan","A",11,"Italian","Evidence of mice or live mice present in facility's food and/or non-food areas.",2016-03-08
"3504",29996,"Manhattan","A",5,"American","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-12-12
"3505",41874,"Manhattan","B",17,"French","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2014-08-07
"3506",153525,"Queens","A",10,"Pancakes/Waffles","Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",2015-12-05
"3507",8369,"Manhattan","A",7,"Middle Eastern","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-03-14
"3508",12471,"Manhattan","A",12,"American","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2014-11-28
"3509",9592,"Manhattan","A",0,"Juice, Smoothies, Fruit Salads",NA,2014-08-15
"3510",119886,"Brooklyn","A",9,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-10-27
"3511",71267,"Manhattan","B",20,"Moroccan","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2016-11-10
"3512",37914,"Manhattan","A",12,"Indian","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",2014-12-04
"3513",73474,"Manhattan","A",12,"Chinese","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2016-05-02
"3514",184242,"Queens","A",13,"Mexican","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-09-01
"3515",88661,"Bronx","A",12,"Chinese","Evidence of mice or live mice present in facility's food and/or non-food areas.",2017-10-11
"3516",33234,"Manhattan","A",12,"Bagels/Pretzels","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-09-12
"3517",138269,"Brooklyn","A",13,"Caribbean","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2017-08-14
"3518",74031,"Manhattan","A",11,"Bagels/Pretzels","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-11-18
"3519",20708,"Manhattan","A",11,"Spanish","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2014-06-23
"3520",91723,"Bronx","B",11,"Hamburgers","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-06-13
"3521",167867,"Queens","A",7,"Pizza","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-06-12
"3522",49391,"Manhattan","A",12,"Mexican","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2016-02-09
"3523",116836,"Brooklyn","A",11,"American","Evidence of mice or live mice present in facility's food and/or non-food areas.",2017-06-21
"3524",143022,"Brooklyn","A",11,"Chinese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-01-03
"3525",110510,"Brooklyn","A",13,"Japanese","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2017-10-10
"3526",158962,"Queens","B",23,"French","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2015-10-22
"3527",153342,"Queens","A",12,"Bakery","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2015-04-13
"3528",7734,"Manhattan","A",11,"American","Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",2015-04-18
"3529",179064,"Queens","B",19,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",2014-08-26
"3530",89838,"Bronx","A",12,"Thai","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-08-31
"3531",176669,"Queens","A",9,"Pizza","Live roaches present in facility's food and/or non-food areas.",2015-03-10
"3532",149098,"Brooklyn","A",11,"Thai","Food contact surface not properly maintained.",2017-05-11
"3533",175093,"Queens","A",10,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-08-30
"3534",75539,"Staten Island","A",10,"Mexican","Food Protection Certificate not held by supervisor of food operations.",2016-01-07
"3535",10311,"Manhattan","A",7,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-09-11
"3536",23912,"Manhattan","B",24,"Chinese","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-01-03
"3537",137828,"Brooklyn","A",11,"Pizza","Hot food item not held at or above 140º F.",2015-05-05
"3538",159717,"Queens","A",0,"Italian",NA,2014-12-09
"3539",52991,"Manhattan","A",7,"Mexican","Proper sanitization not provided for utensil ware washing operation.",2016-04-11
"3540",138061,"Brooklyn","A",8,"American","Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",2016-04-16
"3541",86317,"Bronx","A",10,"American","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2017-10-11
"3542",187819,"Queens","A",13,"Chinese","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",2016-02-10
"3543",117714,"Brooklyn","A",11,"Delicatessen","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-04-08
"3544",57133,"Manhattan","B",21,"Thai","Hot food item not held at or above 140º F.",2016-05-04
"3545",98553,"Queens","A",7,"Indian","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-11-15
"3546",169257,"Queens","A",12,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-06-25
"3547",11934,"Manhattan","A",13,"Asian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-02-23
"3548",106246,"Brooklyn","B",25,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-09-07
"3549",135218,"Brooklyn","B",19,"Mexican","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-06-30
"3550",98393,"Queens","A",10,"Indian","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-08-01
"3551",69521,"Manhattan","A",11,"Chicken","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",2016-04-21
"3552",122854,"Brooklyn","A",13,"Pizza/Italian","Evidence of mice or live mice present in facility's food and/or non-food areas.",2017-07-11
"3553",106499,"Brooklyn","A",9,"Italian","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2017-03-24
"3554",56611,"Manhattan","A",3,"Café/Coffee/Tea","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-05-06
"3555",104680,"Queens","B",22,"American","Evidence of mice or live mice present in facility's food and/or non-food areas.",2015-04-24
"3556",77221,"Staten Island","B",21,"Chinese","Proper sanitization not provided for utensil ware washing operation.",2017-02-07
"3557",18716,"Manhattan","B",14,"Sandwiches","Canned food product observed dented and not segregated from other consumable food items.",2014-06-04
"3558",6578,"Manhattan","B",25,"Chinese","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-08-01
"3559",57828,"Manhattan","A",9,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-12-23
"3560",101294,"Queens","A",12,"Ice Cream, Gelato, Yogurt, Ices","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-06-25
"3561",100762,"Queens","A",11,"Delicatessen","Hot food item not held at or above 140º F.",2015-02-10
"3562",146490,"Brooklyn","A",9,"Russian","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-12-21
"3563",125247,"Brooklyn","A",9,"American","''''Wash hands sign not posted at hand wash facility.",2017-03-18
"3564",176059,"Queens","A",8,"Chinese","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-11-10
"3565",61018,"Manhattan","A",12,"Chinese","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-07-09
"3566",44162,"Manhattan","A",7,"Café/Coffee/Tea","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2016-10-31
"3567",92219,"Bronx","B",23,"American","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2014-02-06
"3568",148468,"Brooklyn","A",13,"Mexican","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-04-23
"3569",181082,"Queens","A",11,"Chinese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-09-20
"3570",128291,"Brooklyn","B",17,"Indian","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-08-23
"3571",3263,"Manhattan","B",18,"American","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-04-20
"3572",174335,"Queens","B",18,"American","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.",2016-06-13
"3573",157848,"Queens","A",8,"Chinese","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-05-04
"3574",23683,"Manhattan","A",11,"American","Evidence of mice or live mice present in facility's food and/or non-food areas.",2015-12-17
"3575",99703,"Queens","B",21,"American","Hot food item not held at or above 140º F.",2016-02-09
"3576",70756,"Manhattan","A",11,"Tex-Mex","Hot food item not held at or above 140º F.",2015-03-26
"3577",8512,"Manhattan","A",12,"Japanese","Food Protection Certificate not held by supervisor of food operations.",2016-12-28
"3578",18842,"Manhattan","A",11,"Café/Coffee/Tea","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",2017-04-04
"3579",86534,"Bronx","A",9,"Italian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-05-19
"3580",116760,"Brooklyn","A",12,"American","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2015-05-21
"3581",94506,"Bronx","A",10,"Bakery","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-03-10
"3582",140854,"Brooklyn","A",9,"Chinese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-04-04
"3583",53981,"Manhattan","A",12,"Pizza/Italian","Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms.",2016-03-02
"3584",18721,"Manhattan","A",10,"Café/Coffee/Tea","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-03-08
"3585",66073,"Manhattan","A",10,"Pizza/Italian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-01-28
"3586",155238,"Queens","A",7,"American","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-08-18
"3587",128065,"Brooklyn","A",4,"American","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",2017-03-15
"3588",52725,"Manhattan","A",12,"Delicatessen","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-02-19
"3589",79188,"Staten Island","A",12,"American","Proper sanitization not provided for utensil ware washing operation.",2016-04-07
"3590",182265,"Queens","A",12,"Chicken","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",2014-08-13
"3591",161963,"Queens","A",11,"Spanish","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-05-01
"3592",74425,"Manhattan","A",9,"Pizza","Accurate thermometer not provided in refrigerated or hot holding equipment.",2014-11-24
"3593",96557,"Bronx","A",2,"Italian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-06-20
"3594",147880,"Brooklyn","A",7,"Chinese","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2016-03-02
"3595",162681,"Queens","A",11,"Mexican","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-08-19
"3596",186754,"Queens","A",9,"Caribbean","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2017-09-15
"3597",57863,"Manhattan","A",11,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-10-26
"3598",99845,"Queens","A",13,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-04-27
"3599",125020,"Brooklyn","A",2,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-04-01
"3600",26827,"Manhattan","A",12,"Japanese","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2014-02-05
"3601",58616,"Manhattan","A",11,"Chinese/Japanese","Food contact surface not properly maintained.",2014-10-04
"3602",83973,"Bronx","A",11,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-06-07
"3603",156332,"Queens","A",9,"Spanish","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-03-23
"3604",166846,"Queens","A",7,"Seafood","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-04-28
"3605",77119,"Staten Island","B",24,"Chinese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-10-22
"3606",178887,"Queens","A",13,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-04-27
"3607",41717,"Manhattan","A",12,"American","Hot food item not held at or above 140º F.",2015-05-26
"3608",167929,"Queens","A",12,"Asian","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2016-09-07
"3609",81701,"Bronx","A",9,"Sandwiches/Salads/Mixed Buffet","Evidence of mice or live mice present in facility's food and/or non-food areas.",2017-08-14
"3610",131614,"Brooklyn","B",25,"Bakery","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-09-19
"3611",34411,"Manhattan","C",30,"Chinese","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2017-07-10
"3612",41536,"Manhattan","A",12,"Italian","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-05-16
"3613",96044,"Bronx","A",13,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-05-31
"3614",89950,"Bronx","A",9,"Mediterranean","Live roaches present in facility's food and/or non-food areas.",2015-10-29
"3615",73620,"Manhattan","B",19,"Pizza/Italian","Live roaches present in facility's food and/or non-food areas.",2016-08-23
"3616",145204,"Brooklyn","A",12,"Vietnamese/Cambodian/Malaysia","Evidence of mice or live mice present in facility's food and/or non-food areas.",2017-06-03
"3617",32466,"Manhattan","A",12,"Pizza/Italian","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2017-04-06
"3618",163009,"Queens","B",17,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2016-04-30
"3619",57319,"Manhattan","A",13,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-12-08
