"","X1","inspection_num","boro","grade","score","cuisine_description","violation_description","inspection_date"
"4381",20255,20255,"Manhattan","A",11,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Proper sanitization not provided for utensil ware washing operation.",2016-05-04
"4382",113049,113049,"Brooklyn","A",10,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Food contact surface not properly maintained.",2017-04-19
"4383",148208,148208,"Brooklyn","B",19,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",2015-10-23
"4384",160454,160458,"Queens","A",9,"Pizza/Italian","Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",2015-08-03
"4385",140898,140898,"Brooklyn","A",7,"French","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-02-24
"4386",27389,27389,"Manhattan","A",12,"Chinese","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2017-05-25
"4387",186321,186325,"Queens","A",12,"Pizza","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-12-30
"4388",94163,94163,"Bronx","A",2,"Bakery","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2017-01-04
"4389",126600,126600,"Brooklyn","A",3,"Chicken","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-12-26
"4390",156938,156942,"Queens","A",8,"Italian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-06-01
"4391",146498,146498,"Brooklyn","C",40,"Seafood","Hot food item not held at or above 140Âº F.",2014-04-29
"4392",135143,135143,"Brooklyn","A",2,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-03-03
"4393",52329,52329,"Manhattan","A",7,"Mediterranean","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-06-23
"4394",152807,152811,"Queens","A",12,"Ice Cream, Gelato, Yogurt, Ices","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2016-03-09
"4395",71447,71447,"Manhattan","A",13,"Bagels/Pretzels","Evidence of mice or live mice present in facility's food and/or non-food areas.",2016-11-23
"4396",99389,99389,"Queens","A",11,"American","Food contact surface not properly maintained.",2016-09-03
"4397",87081,87081,"Bronx","A",12,"Pizza/Italian","Evidence of rats or live rats present in facility's food and/or non-food areas.",2014-05-15
"4398",137893,137893,"Brooklyn","A",7,"Mexican","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-12-09
"4399",43326,43326,"Manhattan","A",10,"CafÃ©/Coffee/Tea","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-04-13
"4400",173647,173651,"Queens","A",9,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-04-14
"4401",30888,30888,"Manhattan","A",10,"American","Wiping cloths soiled or not stored in sanitizing solution.",2017-05-05
"4402",184553,184557,"Queens","A",7,"Indian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-05-12
"4403",59635,59635,"Manhattan","A",12,"American","Hot food item not held at or above 140Âº F.",2017-03-02
"4404",82733,82733,"Bronx","B",20,"American","Live roaches present in facility's food and/or non-food areas.",2016-01-15
"4405",131093,131093,"Brooklyn","C",0,"Mexican",NA,2015-08-26
"4406",6491,6491,"Manhattan","A",12,"Mexican","Proper sanitization not provided for utensil ware washing operation.",2017-06-13
"4407",161408,161412,"Queens","A",6,"Continental","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2017-09-22
"4408",84413,84413,"Bronx","A",13,"American","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-08-03
"4409",91889,91889,"Bronx","A",12,"Seafood","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2014-09-09
"4410",173924,173928,"Queens","A",9,"Donuts","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-03-11
"4411",166629,166633,"Queens","C",37,"Mexican","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2017-08-14
"4412",152366,152370,"Queens","A",4,"CafÃ©/Coffee/Tea","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-01-07
"4413",163766,163770,"Queens","A",11,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2017-03-10
"4414",134115,134115,"Brooklyn","A",10,"CafÃ©/Coffee/Tea","Food Protection Certificate not held by supervisor of food operations.",2014-03-05
"4415",181501,181505,"Queens","A",10,"Caribbean","Proper sanitization not provided for utensil ware washing operation.",2017-09-19
"4416",29546,29546,"Manhattan","A",10,"Italian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-04-01
"4417",28091,28091,"Manhattan","A",12,"Chinese","Proper sanitization not provided for utensil ware washing operation.",2015-08-10
"4418",140262,140262,"Brooklyn","B",20,"Mexican","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-09-15
"4419",166879,166883,"Queens","A",10,"Spanish","Hot food item not held at or above 140Âº F.",2017-04-11
"4420",30747,30747,"Manhattan","A",10,"Asian","Food Protection Certificate not held by supervisor of food operations.",2015-06-12
"4421",20784,20784,"Manhattan","B",26,"French","Evidence of mice or live mice present in facility's food and/or non-food areas.",2017-08-25
"4422",93180,93180,"Bronx","B",18,"Hawaiian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-05-09
"4423",57078,57078,"Manhattan","A",10,"Mexican","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2014-10-09
"4424",16213,16213,"Manhattan","A",10,"Thai","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2014-09-12
"4425",114647,114647,"Brooklyn","B",19,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2017-03-17
"4426",103568,103568,"Queens","A",12,"Peruvian","Hot food item not held at or above 140Âº F.",2015-09-01
"4427",12065,12065,"Manhattan","A",7,"Sandwiches/Salads/Mixed Buffet","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-04-16
"4428",63102,63102,"Manhattan","A",13,"American","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-05-05
"4429",149395,149395,"Brooklyn","B",20,"American","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2014-08-23
"4430",63945,63945,"Manhattan","A",7,"Sandwiches/Salads/Mixed Buffet","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2014-12-08
"4431",178570,178574,"Queens","A",7,"American","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.",2015-06-11
"4432",96460,96460,"Bronx","B",21,"Jewish/Kosher","Hot food item not held at or above 140Âº F.",2016-04-21
"4433",43828,43828,"Manhattan","A",10,"American","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2015-05-11
"4434",117575,117575,"Brooklyn","A",7,"Caribbean","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2015-02-25
"4435",88524,88524,"Bronx","A",2,"American","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-07-11
"4436",145004,145004,"Brooklyn","A",10,"Bagels/Pretzels","Wiping cloths soiled or not stored in sanitizing solution.",2017-07-13
"4437",119113,119113,"Brooklyn","C",33,"American","Wiping cloths soiled or not stored in sanitizing solution.",2016-11-10
"4438",18306,18306,"Manhattan","A",10,"Japanese","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2017-02-03
"4439",66769,66769,"Manhattan","A",12,"Delicatessen","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-12-23
"4440",25609,25609,"Manhattan","A",11,"American","Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",2016-02-10
"4441",96590,96590,"Bronx","B",14,"Jewish/Kosher","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2014-09-15
"4442",120869,120869,"Brooklyn","A",11,"Chicken","Evidence of mice or live mice present in facility's food and/or non-food areas.",2014-05-09
"4443",125938,125938,"Brooklyn","A",12,"Caribbean","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2014-05-29
"4444",28636,28636,"Manhattan","A",11,"CafÃ©/Coffee/Tea","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-02-07
"4445",158539,158543,"Queens","A",13,"American","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-05-14
"4446",93074,93074,"Bronx","B",6,"Caribbean","Evidence of mice or live mice present in facility's food and/or non-food areas.",2015-05-26
"4447",23415,23415,"Manhattan","A",9,"Vegetarian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-04-21
"4448",178772,178776,"Queens","A",5,"Pizza","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-09-27
"4449",91467,91467,"Bronx","A",12,"American","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-07-12
"4450",115494,115494,"Brooklyn","A",13,"Chinese","Single service item reused, improperly stored, dispensed; not used when required.",2014-11-17
"4451",50553,50553,"Manhattan","A",7,"CafÃ©/Coffee/Tea","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2015-11-27
"4452",98594,98594,"Queens","B",14,"Continental","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-08-02
"4453",104321,104321,"Queens","C",37,"Chinese","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-03-17
"4454",51378,51378,"Manhattan","A",11,"Jewish/Kosher","Food contact surface not properly maintained.",2015-08-06
"4455",145164,145164,"Brooklyn","A",10,"Pancakes/Waffles","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-06-05
"4456",134573,134573,"Brooklyn","A",11,"Continental","Thawing procedures improper.",2016-02-17
"4457",142812,142812,"Brooklyn","A",12,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2014-09-26
"4458",18277,18277,"Manhattan","A",9,"Hamburgers","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",2015-12-29
"4459",115310,115310,"Brooklyn","A",12,"Other","Food Protection Certificate not held by supervisor of food operations.",2014-12-30
"4460",107230,107230,"Brooklyn","A",4,"American","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-11-15
"4461",107581,107581,"Brooklyn","A",7,"Tex-Mex","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-04-19
"4462",163016,163020,"Queens","A",11,"Spanish","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-01-15
"4463",173285,173289,"Queens","A",9,"Spanish","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-06-13
"4464",67307,67307,"Manhattan","B",15,"Delicatessen","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-06-19
"4465",102929,102929,"Queens","A",11,"Peruvian","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2016-06-14
"4466",103938,103938,"Queens","A",5,"Ice Cream, Gelato, Yogurt, Ices","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-02-06
"4467",5099,5099,"Manhattan","A",10,"Indian","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-01-27
"4468",27564,27564,"Manhattan","B",18,"American","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2014-08-12
"4469",19601,19601,"Manhattan","A",13,"American","Proper sanitization not provided for utensil ware washing operation.",2016-01-19
"4470",54842,54842,"Manhattan","A",11,"CafÃ©/Coffee/Tea","Wiping cloths soiled or not stored in sanitizing solution.",2017-07-21
"4471",139042,139042,"Brooklyn","A",13,"Caribbean","Food service operation occurring in room used as living or sleeping quarters.",2014-12-11
"4472",141073,141073,"Brooklyn","A",13,"Ice Cream, Gelato, Yogurt, Ices","Food Protection Certificate not held by supervisor of food operations.",2015-05-19
"4473",64639,64639,"Manhattan","A",12,"Spanish","Live roaches present in facility's food and/or non-food areas.",2016-08-24
"4474",42188,42188,"Manhattan","A",12,"American","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-02-26
"4475",120016,120016,"Brooklyn","A",12,"American","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-06-05
"4476",92235,92235,"Bronx","C",36,"Delicatessen","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2014-12-02
"4477",147869,147869,"Brooklyn","A",4,"Donuts","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-03-22
"4478",187800,187804,"Queens","A",9,"Bagels/Pretzels","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-08-26
"4479",40128,40128,"Manhattan","B",25,"Delicatessen","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2017-08-31
"4480",184079,184083,"Queens","A",9,"Chinese","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2017-02-22
"4481",57505,57505,"Manhattan","A",12,"American","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-06-08
"4482",181683,181687,"Queens","A",12,"Caribbean","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2017-04-22
"4483",54921,54921,"Manhattan","A",9,"Spanish","Single service item reused, improperly stored, dispensed; not used when required.",2014-01-24
"4484",102469,102469,"Queens","A",13,"American","Proper sanitization not provided for utensil ware washing operation.",2016-02-20
"4485",182528,182532,"Queens","A",9,"Chinese","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2015-08-20
"4486",23895,23895,"Manhattan","A",13,"American","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",2015-06-05
"4487",65256,65256,"Manhattan","A",12,"Continental","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-06-30
"4488",18043,18043,"Manhattan","A",4,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-02-03
"4489",39116,39116,"Manhattan","A",12,"Other","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-03-30
"4490",62700,62700,"Manhattan","A",13,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-10-04
"4491",74624,74624,"Manhattan","A",10,"American","Accurate thermometer not provided in refrigerated or hot holding equipment.",2015-08-26
"4492",29564,29564,"Manhattan","B",24,"American","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2014-02-12
"4493",2416,2416,"Manhattan","A",12,"American","Hot food item not held at or above 140Âº F.",2017-01-27
"4494",173374,173378,"Queens","A",7,"American","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2015-11-09
"4495",22572,22572,"Manhattan","A",12,"CafÃ©/Coffee/Tea","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",2016-04-29
"4496",111916,111916,"Brooklyn","A",13,"Mexican","Wiping cloths soiled or not stored in sanitizing solution.",2016-06-11
"4497",19345,19345,"Manhattan","A",7,"American","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",2016-05-23
"4498",74108,74108,"Manhattan","B",18,"Chinese/Japanese","Evidence of mice or live mice present in facility's food and/or non-food areas.",2015-11-24
"4499",106392,106392,"Brooklyn","A",12,"Japanese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-08-04
"4500",91284,91284,"Bronx","A",8,"Japanese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-01-24
"4501",69617,69617,"Manhattan","A",11,"Sandwiches","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-04-28
"4502",163374,163378,"Queens","A",9,"Mexican","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2017-06-13
"4503",115529,115529,"Brooklyn","A",9,"American","Food contact surface not properly maintained.",2015-11-05
"4504",21914,21914,"Manhattan","A",11,"American","Evidence of mice or live mice present in facility's food and/or non-food areas.",2016-05-04
"4505",178125,178129,"Queens","B",27,"Caribbean","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2014-08-07
"4506",92443,92443,"Bronx","A",4,"CafÃ©/Coffee/Tea","Canned food product observed dented and not segregated from other consumable food items.",2015-05-29
"4507",173328,173332,"Queens","A",10,"Bakery","Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",2015-03-04
"4508",132278,132278,"Brooklyn","B",22,"Chinese","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2015-09-23
"4509",53452,53452,"Manhattan","A",13,"Sandwiches","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-02-02
"4510",124300,124300,"Brooklyn","A",10,"Sandwiches/Salads/Mixed Buffet","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-03-24
"4511",19582,19582,"Manhattan","C",43,"Eastern European","Proper sanitization not provided for utensil ware washing operation.",2015-03-17
"4512",70398,70398,"Manhattan","A",7,"CafÃ©/Coffee/Tea","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-10-16
"4513",130459,130459,"Brooklyn","A",9,"Mexican","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2015-10-13
"4514",30002,30002,"Manhattan","A",12,"Chinese","Evidence of mice or live mice present in facility's food and/or non-food areas.",2015-10-14
"4515",26302,26302,"Manhattan","A",10,"Greek","Proper sanitization not provided for utensil ware washing operation.",2017-10-12
"4516",182912,182916,"Queens","A",7,"American","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2017-01-19
"4517",77531,77531,"Staten Island","A",8,"Pizza/Italian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-11-06
"4518",111234,111234,"Brooklyn","A",12,"Thai","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-06-28
"4519",144932,144932,"Brooklyn","B",20,"Chinese","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-08-11
"4520",147951,147951,"Brooklyn","A",10,"American","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2017-02-23
"4521",12367,12367,"Manhattan","B",17,"Pizza","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",2015-01-08
"4522",49598,49598,"Manhattan","A",12,"American","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2017-08-07
"4523",68844,68844,"Manhattan","A",7,"Russian","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2015-10-29
"4524",151454,151456,"Brooklyn","A",9,"CafÃ©/Coffee/Tea","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",2016-10-27
"4525",179015,179019,"Queens","B",19,"Italian","Evidence of rats or live rats present in facility's food and/or non-food areas.",2015-06-25
"4526",115880,115880,"Brooklyn","A",12,"Steak","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-10-28
"4527",186126,186130,"Queens","B",20,"Caribbean","Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.",2017-02-04
"4528",53544,53544,"Manhattan","A",6,"Bakery","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2017-05-09
"4529",21453,21453,"Manhattan","C",35,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-12-20
"4530",63615,63615,"Manhattan","A",11,"American","Food contact surface not properly maintained.",2016-02-09
"4531",126352,126352,"Brooklyn","A",4,"Donuts","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-11-05
"4532",83275,83275,"Bronx","A",13,"Delicatessen","Hot food item not held at or above 140Âº F.",2017-10-16
"4533",173440,173444,"Queens","A",7,"Chinese","Food contact surface not properly maintained.",2017-02-22
"4534",24567,24567,"Manhattan","A",11,"CafÃ©/Coffee/Tea","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",2016-04-05
"4535",33724,33724,"Manhattan","B",25,"Chinese","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-12-01
"4536",119823,119823,"Brooklyn","A",9,"American","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",2016-01-27
"4537",120124,120124,"Brooklyn","A",9,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Hot food item not held at or above 140Âº F.",2016-03-17
"4538",134297,134297,"Brooklyn","B",16,"Chinese","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2016-09-22
"4539",80628,80628,"Staten Island","C",44,"Thai","Food Protection Certificate not held by supervisor of food operations.",2017-02-23
